month,category_code,brand,purchase_count,revenue,brand_rank_in_category
11월,accessories.wallet,karya,188,7278.06,2
11월,accessories.wallet,picard,28,1823.72,3
11월,apparel.belt,petek,8,423.17,1
11월,apparel.belt,tonybellucci,12,308.88,2
11월,apparel.belt,unknown,10,257.15,3
11월,apparel.costume,unknown,664,46755.85,1
11월,apparel.costume,daneildesch,79,11698.88,2
11월,apparel.costume,nike,72,8042.54,3
11월,apparel.dress,unknown,30,2422.14,1
11월,apparel.dress,conceptclub,50,1811.39,2
11월,apparel.dress,annaanna,17,522.22,3
11월,apparel.glove,unknown,4,499.83,1
11월,apparel.glove,fabretti,8,312.0,2
11월,apparel.glove,leone,3,231.66,3
11월,apparel.jeans,unknown,117,4371.25,1
11월,apparel.jeans,conceptclub,50,1720.11,2
11월,apparel.jeans,noppies,2,104.25,3
11월,apparel.jumper,conceptclub,67,1514.37,1
11월,apparel.jumper,didistyle,15,579.15,2
11월,apparel.scarf,fabretti,8,188.4,1
11월,apparel.shirt,jordan,15,1540.65,1
11월,apparel.shirt,fila,16,1334.45,2
11월,apparel.shirt,dion,27,799.2,3
11월,apparel.shoes,respect,4126,349620.61,1
11월,apparel.shoes,unknown,1372,129879.52,2
11월,apparel.shoes,baden,1325,94883.05,3
11월,apparel.shoes.ballet_shoes,respect,17,443.55,1
11월,apparel.shoes.ballet_shoes,caprice,2,100.38,2
11월,apparel.shoes.ballet_shoes,pablosky,1,41.96,3
11월,apparel.shoes.keds,nike,169,20630.98,1
11월,apparel.shoes.keds,strobbs,331,19786.1,2
11월,apparel.shoes.keds,unknown,265,18110.78,3
11월,apparel.shoes.moccasins,etor,16,1567.64,1
11월,apparel.shoes.moccasins,greyder,4,259.98,2
11월,apparel.shoes.moccasins,rooman,4,137.96,3
11월,apparel.shoes.sandals,respect,30,871.82,1
11월,apparel.shoes.sandals,rieker,6,191.77,2
11월,apparel.shoes.sandals,biomecanics,3,120.47,3
11월,apparel.shoes.slipons,nexpero,5,96.02,1
11월,apparel.shoes.slipons,rieker,2,75.42,2
11월,apparel.shoes.slipons,unknown,1,64.35,3
11월,apparel.shoes.step_ins,nike,5,148.0,1
11월,apparel.shoes.step_ins,greyder,1,30.89,2
11월,apparel.shoes.step_ins,rieker,1,30.63,3
11월,apparel.shorts,crockid,2,7.85,1
11월,apparel.skirt,weekend,1,432.44,1
11월,apparel.skirt,conceptclub,9,234.5,2
11월,apparel.sock,chicco,9,309.67,1
11월,apparel.sock,unknown,9,218.32,2
11월,apparel.sock,cybex,1,169.86,3
11월,apparel.trousers,unknown,21,956.21,1
11월,apparel.trousers,daneildesch,8,347.5,2
11월,apparel.trousers,jordan,4,323.93,3
11월,apparel.tshirt,nike,33,1168.92,1
11월,apparel.tshirt,goodloot,46,604.06,2
11월,apparel.tshirt,harley-davidson,6,386.11,3
11월,apparel.underwear,milavitsa,49,1267.97,1
11월,apparel.underwear,visavis,27,276.46,2
11월,apparel.underwear,noppies,4,66.94,3
11월,appliances.environment.air_conditioner,artel,181,168480.03,1
11월,appliances.environment.air_conditioner,almacom,61,30224.51,2
11월,appliances.environment.air_conditioner,lg,40,28148.44,3
11월,appliances.environment.air_heater,unknown,751,51218.91,1
11월,appliances.environment.air_heater,electrolux,392,30729.57,2
11월,appliances.environment.air_heater,oasis,946,29631.29,3
11월,appliances.environment.fan,polaris,8,261.86,1
11월,appliances.environment.fan,scarlett,5,128.55,2
11월,appliances.environment.fan,willmark,7,106.53,3
11월,appliances.environment.vacuum,samsung,6652,693185.38,1
11월,appliances.environment.vacuum,xiaomi,1152,428443.24,2
11월,appliances.environment.vacuum,bosch,2053,302149.69,3
11월,appliances.environment.water_heater,ariston,1930,231702.83,1
11월,appliances.environment.water_heater,thermex,316,32655.65,2
11월,appliances.environment.water_heater,haier,183,16981.02,3
11월,appliances.iron,tefal,942,91619.16,1
11월,appliances.iron,philips,692,86260.81,2
11월,appliances.iron,braun,388,57046.09,3
11월,appliances.ironing_board,nika,609,22124.1,1
11월,appliances.ironing_board,perilla,162,6109.93,2
11월,appliances.ironing_board,delonghi,14,4864.58,3
11월,appliances.kitchen.blender,braun,1027,89339.89,1
11월,appliances.kitchen.blender,redmond,730,43180.44,2
11월,appliances.kitchen.blender,bosch,219,27929.38,3
11월,appliances.kitchen.coffee_grinder,delonghi,22,1307.07,1
11월,appliances.kitchen.coffee_grinder,bosch,20,856.52,2
11월,appliances.kitchen.coffee_grinder,vitek,38,748.61,3
11월,appliances.kitchen.coffee_machine,delonghi,255,119086.65,1
11월,appliances.kitchen.coffee_machine,philips,54,34856.43,2
11월,appliances.kitchen.coffee_machine,smeg,19,9453.41,3
11월,appliances.kitchen.dishwasher,bosch,254,142608.6,1
11월,appliances.kitchen.dishwasher,hansa,268,89475.09,2
11월,appliances.kitchen.dishwasher,beko,159,50441.35,3
11월,appliances.kitchen.fryer,clatronic,1,46.31,1
11월,appliances.kitchen.grill,delonghi,312,97553.79,1
11월,appliances.kitchen.grill,tefal,308,64358.86,2
11월,appliances.kitchen.grill,redmond,94,13075.91,3
11월,appliances.kitchen.hob,bosch,169,64259.66,1
11월,appliances.kitchen.hob,hansa,163,34951.19,2
11월,appliances.kitchen.hob,midea,196,31059.66,3
11월,appliances.kitchen.hood,bosch,249,40841.22,1
11월,appliances.kitchen.hood,midea,152,18781.3,2
11월,appliances.kitchen.hood,hansa,122,13907.68,3
11월,appliances.kitchen.juicer,bosch,162,23606.93,1
11월,appliances.kitchen.juicer,philips,94,11020.69,2
11월,appliances.kitchen.juicer,braun,60,8928.18,3
11월,appliances.kitchen.kettle,redmond,732,25427.83,1
11월,appliances.kitchen.kettle,tefal,374,19335.12,2
11월,appliances.kitchen.kettle,bosch,107,8232.82,3
11월,appliances.kitchen.meat_grinder,bosch,411,73399.12,1
11월,appliances.kitchen.meat_grinder,moulinex,396,56610.53,2
11월,appliances.kitchen.meat_grinder,unknown,621,35131.57,3
11월,appliances.kitchen.microwave,samsung,1232,154884.95,1
11월,appliances.kitchen.microwave,arg,1410,82206.45,2
11월,appliances.kitchen.microwave,lg,567,60854.5,3
11월,appliances.kitchen.mixer,kitfort,292,35635.93,1
11월,appliances.kitchen.mixer,smeg,33,18085.95,2
11월,appliances.kitchen.mixer,vitek,255,11601.98,3
11월,appliances.kitchen.oven,bosch,256,99472.92,1
11월,appliances.kitchen.oven,electrolux,90,53424.21,2
11월,appliances.kitchen.oven,asel,958,49573.75,3
11월,appliances.kitchen.refrigerators,lg,1690,1022116.96,1
11월,appliances.kitchen.refrigerators,indesit,2348,721297.17,2
11월,appliances.kitchen.refrigerators,unknown,2622,633749.3,3
11월,appliances.kitchen.steam_cooker,tefal,76,7504.03,1
11월,appliances.kitchen.steam_cooker,braun,37,3669.33,2
11월,appliances.kitchen.steam_cooker,polaris,54,2318.37,3
11월,appliances.kitchen.toster,smeg,30,6325.41,1
11월,appliances.kitchen.toster,bosch,93,5785.35,2
11월,appliances.kitchen.toster,philips,113,3973.29,3
11월,appliances.kitchen.washer,samsung,6294,2426584.9,1
11월,appliances.kitchen.washer,lg,3856,1472854.94,2
11월,appliances.kitchen.washer,indesit,2764,565008.08,3
11월,appliances.personal.hair_cutter,philips,306,14627.24,1
11월,appliances.personal.hair_cutter,braun,255,12547.4,2
11월,appliances.personal.hair_cutter,moser,44,3211.19,3
11월,appliances.personal.massager,casada,137,81534.02,1
11월,appliances.personal.massager,unknown,36,8794.24,2
11월,appliances.personal.massager,gezatone,49,2702.1,3
11월,appliances.personal.scales,xiaomi,315,9689.06,1
11월,appliances.personal.scales,elenberg,469,4751.78,2
11월,appliances.personal.scales,scarlett,221,2517.71,3
11월,appliances.sewing_machine,janome,1833,423589.63,1
11월,appliances.sewing_machine,bernina,125,65478.69,2
11월,appliances.sewing_machine,chayka,444,42301.03,3
11월,auto.accessories.alarm,starline,2731,387626.17,1
11월,auto.accessories.alarm,pandora,209,44077.05,2
11월,auto.accessories.alarm,centurion,146,12600.29,3
11월,auto.accessories.anti_freeze,wurth,15,383.4,1
11월,auto.accessories.anti_freeze,ravenol,3,63.07,2
11월,auto.accessories.compressor,unknown,427,51648.28,1
11월,auto.accessories.compressor,denzel,50,13273.99,2
11월,auto.accessories.compressor,magnetta,47,8880.84,3
11월,auto.accessories.parktronic,parkmaster,52,2800.48,1
11월,auto.accessories.parktronic,erisson,14,504.56,2
11월,auto.accessories.parktronic,pioneer,3,142.86,3
11월,auto.accessories.player,unknown,1314,166138.21,1
11월,auto.accessories.player,pioneer,1235,164626.26,2
11월,auto.accessories.player,kenwood,350,37865.94,3
11월,auto.accessories.radar,ibox,255,18042.61,1
11월,auto.accessories.radar,neoline,93,9631.55,2
11월,auto.accessories.radar,unknown,76,7035.98,3
11월,auto.accessories.videoregister,sho-me,760,110053.29,1
11월,auto.accessories.videoregister,neoline,329,59169.79,2
11월,auto.accessories.videoregister,unknown,289,21308.29,3
11월,auto.accessories.winch,denzel,16,8055.87,1
11월,auto.accessories.winch,t-max,4,1955.26,2
11월,computers.components.cooler,ecocool,105,9678.11,1
11월,computers.components.cooler,almacom,130,7978.47,2
11월,computers.components.cooler,midea,77,4752.11,3
11월,computers.components.cpu,intel,275,71739.73,1
11월,computers.components.cpu,amd,235,44601.7,2
11월,computers.components.hdd,kingston,487,25634.12,1
11월,computers.components.hdd,samsung,121,18194.79,2
11월,computers.components.hdd,unknown,157,10336.18,3
11월,computers.components.memory,kingston,226,14871.72,1
11월,computers.components.memory,unknown,195,11571.65,2
11월,computers.components.memory,geil,186,7408.12,3
11월,computers.components.motherboard,gigabyte,154,19248.79,1
11월,computers.components.motherboard,asus,121,18717.71,2
11월,computers.components.motherboard,asrock,127,13938.3,3
11월,computers.components.power_supply,aerocool,139,6005.89,1
11월,computers.components.power_supply,cougar,56,3947.08,2
11월,computers.components.power_supply,unknown,36,2862.34,3
11월,computers.components.videocards,msi,225,86499.12,1
11월,computers.components.videocards,palit,312,78252.2,2
11월,computers.components.videocards,gigabyte,238,77709.93,3
11월,computers.desktop,pulser,566,397390.93,1
11월,computers.desktop,acer,394,277681.82,2
11월,computers.desktop,apple,91,186317.84,3
11월,computers.ebooks,pocketbook,369,52674.27,1
11월,computers.ebooks,amazon,47,9935.96,2
11월,computers.ebooks,ritmix,18,1619.99,3
11월,computers.notebook,acer,5418,2957664.55,1
11월,computers.notebook,lenovo,5788,2461276.9,2
11월,computers.notebook,apple,1353,2182522.98,3
11월,computers.peripherals.camera,logitech,23,2156.76,1
11월,computers.peripherals.camera,razer,1,120.72,2
11월,computers.peripherals.camera,defender,4,89.46,3
11월,computers.peripherals.keyboard,kingston,64,6484.8,1
11월,computers.peripherals.keyboard,unknown,100,4610.45,2
11월,computers.peripherals.keyboard,apple,12,2882.12,3
11월,computers.peripherals.monitor,acer,519,104488.59,1
11월,computers.peripherals.monitor,samsung,440,94190.82,2
11월,computers.peripherals.monitor,hp,193,37938.07,3
11월,computers.peripherals.mouse,logitech,156,5790.86,1
11월,computers.peripherals.mouse,steelseries,96,5304.12,2
11월,computers.peripherals.mouse,unknown,197,4248.03,3
11월,computers.peripherals.printer,epson,1398,318634.93,1
11월,computers.peripherals.printer,hp,657,108986.61,2
11월,computers.peripherals.printer,canon,457,96560.09,3
11월,construction.components.faucet,unknown,61,5315.15,1
11월,construction.components.faucet,grohe,35,5147.6,2
11월,construction.components.faucet,decoroom,166,4903.98,3
11월,construction.tools.drill,bosch,647,73968.48,1
11월,construction.tools.drill,dewalt,314,64371.5,2
11월,construction.tools.drill,unknown,898,44777.25,3
11월,construction.tools.generator,huter,248,75873.45,1
11월,construction.tools.generator,tefal,571,72889.44,2
11월,construction.tools.generator,karcher,175,43246.91,3
11월,construction.tools.light,xiaomi,14,1212.84,1
11월,construction.tools.light,unknown,37,378.29,2
11월,construction.tools.light,mantra,4,326.32,3
11월,construction.tools.painting,wagner,13,4478.12,1
11월,construction.tools.painting,bosch,18,1750.53,2
11월,construction.tools.painting,unknown,36,1335.4,3
11월,construction.tools.pump,unknown,224,18309.98,1
11월,construction.tools.pump,magnetta,31,2727.9,2
11월,construction.tools.pump,hyundai,21,2231.78,3
11월,construction.tools.saw,huter,638,56943.26,1
11월,construction.tools.saw,makita,85,48328.82,2
11월,construction.tools.saw,unknown,330,47450.65,3
11월,construction.tools.screw,bosch,1,48.64,1
11월,construction.tools.soldering,zubr,3,53.27,1
11월,construction.tools.soldering,unknown,3,43.8,2
11월,construction.tools.welding,unknown,634,89620.09,1
11월,construction.tools.welding,magnetta,112,27769.4,2
11월,construction.tools.welding,eurolux,113,8556.47,3
11월,country_yard.cultivator,huter,13,3777.92,1
11월,country_yard.cultivator,hyundai,4,1647.08,2
11월,country_yard.cultivator,viking,1,624.21,3
11월,country_yard.furniture.hammok,palisad,4,100.4,1
11월,country_yard.lawn_mower,bosch,25,2746.05,1
11월,country_yard.lawn_mower,huter,8,1456.03,2
11월,country_yard.lawn_mower,makita,1,605.16,3
11월,electronics.audio.acoustic,yamaha,286,57987.66,1
11월,electronics.audio.acoustic,sony,127,44650.68,2
11월,electronics.audio.acoustic,lg,121,18570.41,3
11월,electronics.audio.headphone,apple,25893,4812869.36,1
11월,electronics.audio.headphone,samsung,2860,263869.55,2
11월,electronics.audio.headphone,xiaomi,5561,162336.18,3
11월,electronics.audio.microphone,shure,34,10429.03,1
11월,electronics.audio.microphone,trust,79,4561.61,2
11월,electronics.audio.microphone,kingston,25,3502.56,3
11월,electronics.audio.music_tools.piano,yamaha,265,69504.34,1
11월,electronics.audio.music_tools.piano,cortland,168,15944.21,2
11월,electronics.audio.music_tools.piano,casio,58,12419.41,3
11월,electronics.audio.subwoofer,unknown,845,83935.66,1
11월,electronics.audio.subwoofer,element,631,80822.57,2
11월,electronics.audio.subwoofer,pioneer,337,25145.9,3
11월,electronics.camera.photo,sony,85,60815.27,1
11월,electronics.camera.photo,canon,97,46177.29,2
11월,electronics.camera.photo,nikon,27,14625.46,3
11월,electronics.camera.video,gopro,141,65904.08,1
11월,electronics.camera.video,sony,105,43828.49,2
11월,electronics.camera.video,panasonic,30,22988.7,3
11월,electronics.clocks,apple,9898,4332199.8,1
11월,electronics.clocks,samsung,2912,732763.48,2
11월,electronics.clocks,unknown,1811,291151.98,3
11월,electronics.smartphone,apple,127252,115263067.78,1
11월,electronics.smartphone,samsung,161790,42709790.01,2
11월,electronics.smartphone,xiaomi,48553,9844620.69,3
11월,electronics.tablet,apple,1145,705603.98,1
11월,electronics.tablet,samsung,3087,549566.93,2
11월,electronics.tablet,huawei,485,79304.8,3
11월,electronics.telephone,nokia,1983,108624.1,1
11월,electronics.telephone,panasonic,465,18903.77,2
11월,electronics.telephone,texet,661,14901.11,3
11월,electronics.video.projector,epson,45,23370.66,1
11월,electronics.video.projector,xgimi,15,13725.12,2
11월,electronics.video.projector,optoma,11,4910.83,3
11월,electronics.video.tv,samsung,11935,6406407.25,1
11월,electronics.video.tv,lg,4161,2177140.35,2
11월,electronics.video.tv,artel,4978,991451.94,3
11월,furniture.bathroom.bath,cersanit,41,5494.53,1
11월,furniture.bathroom.bath,triton,24,4439.6,2
11월,furniture.bathroom.bath,unknown,35,3921.56,3
11월,furniture.bathroom.toilet,cersanit,38,4554.13,1
11월,furniture.bathroom.toilet,santek,40,3903.24,2
11월,furniture.bathroom.toilet,rosa,41,2538.78,3
11월,furniture.bedroom.bed,unknown,1342,245958.4,1
11월,furniture.bedroom.bed,sv,445,85662.42,2
11월,furniture.bedroom.bed,brw,340,68495.97,3
11월,furniture.bedroom.blanket,unknown,119,4686.15,1
11월,furniture.bedroom.blanket,alvitek,50,1759.46,2
11월,furniture.bedroom.blanket,verossa,14,777.4,3
11월,furniture.bedroom.pillow,askona,15,1494.08,1
11월,furniture.bedroom.pillow,unknown,82,1297.29,2
11월,furniture.bedroom.pillow,vegas,22,988.69,3
11월,furniture.kitchen.chair,peg-perego,184,31429.6,1
11월,furniture.kitchen.chair,unknown,469,27473.78,2
11월,furniture.kitchen.chair,chicco,42,8520.85,3
11월,furniture.kitchen.table,unknown,615,91065.57,1
11월,furniture.kitchen.table,aero,27,25084.35,2
11월,furniture.kitchen.table,ersport,147,21548.6,3
11월,furniture.living_room.cabinet,unknown,1852,437771.02,1
11월,furniture.living_room.cabinet,brw,255,82850.29,2
11월,furniture.living_room.cabinet,sv,263,79672.36,3
11월,furniture.living_room.chair,unknown,181,30385.58,1
11월,furniture.living_room.chair,cybex,28,9174.19,2
11월,furniture.living_room.chair,joie,67,9146.94,3
11월,furniture.living_room.sofa,unknown,1085,609135.32,1
11월,furniture.living_room.sofa,rals,243,130072.59,2
11월,furniture.living_room.sofa,asm,127,50891.27,3
11월,furniture.universal.light,unknown,18,1314.1,1
11월,furniture.universal.light,lidonet,22,596.84,2
11월,furniture.universal.light,preciosa,1,511.3,3
11월,kids.carriage,belecoo,745,88921.39,1
11월,kids.carriage,unknown,488,81181.4,2
11월,kids.carriage,cybex,60,51952.64,3
11월,kids.dolls,llorens,201,8702.83,1
11월,kids.dolls,unknown,121,5186.9,2
11월,kids.dolls,barbie,30,900.22,3
11월,kids.fmcg.diapers,huggies,444,5566.9,1
11월,kids.fmcg.diapers,merries,81,1647.31,2
11월,kids.fmcg.diapers,moony,44,827.38,3
11월,kids.skates,xiaomi,118,47462.14,1
11월,kids.skates,kugoo,55,24410.4,2
11월,kids.skates,maomaoku,46,15483.44,3
11월,kids.swing,joie,93,15661.0,1
11월,kids.swing,babyswing,119,9745.33,2
11월,kids.swing,unknown,48,8846.0,3
11월,kids.toys,bestoy,201,12797.75,1
11월,kids.toys,unknown,339,7854.18,2
11월,kids.toys,grow-with-me,119,4274.35,3
11월,medicine.tools.tonometer,omron,334,16064.65,1
11월,medicine.tools.tonometer,gamma,5,221.25,2
11월,medicine.tools.tonometer,csmedica,5,157.05,3
11월,sport.bicycle,giant,87,70694.96,1
11월,sport.bicycle,phoenix,110,17840.23,2
11월,sport.bicycle,axis,98,13688.42,3
11월,sport.ski,elan,36,10392.52,1
11월,sport.ski,unknown,11,5606.06,2
11월,sport.ski,volkl,9,3240.99,3
11월,sport.snowboard,burton,54,14313.34,1
11월,sport.snowboard,unknown,35,10377.34,2
11월,sport.snowboard,ride,16,4979.26,3
11월,sport.tennis,head,12,812.86,1
11월,sport.tennis,unknown,16,503.93,2
11월,sport.tennis,babolat,5,377.1,3
11월,sport.trainer,unknown,383,66658.34,1
11월,sport.trainer,housefit,111,41171.4,2
11월,sport.trainer,sportelite,63,21931.0,3
11월,stationery.cartrige,hp,42,995.6,1
11월,stationery.cartrige,unknown,49,887.51,2
11월,stationery.cartrige,samsung,11,417.76,3
11월,unknown,unknown,49896,7272647.0,1
11월,unknown,lucente,14557,3526303.83,2
11월,unknown,sony,7507,2809534.5,3
