month,brand,price_tier,consider_purchase_tier,decision_tier,purchase_count,revenue,purchase_user_count,avg_time_to_purchase_sec,median_time_to_purchase_sec_approx
11월,apple,고가,36h 이내,1시간 초과,2,2558.27,2,93924.0,93924.0
11월,asus,고가,12h 이내,5분 내 구매,3,832.77,3,216.67,203.0
11월,asus,고가,12h 이내,30분 내 구매,3,832.77,2,991.67,893.0
11월,asus,고가,12h 이내,즉시 구매(60s),2,555.18,2,48.5,48.5
11월,asus,중가,12h 이내,30분 내 구매,1,228.41,1,342.0,342.0
11월,asus,중가,12h 이내,5분 내 구매,3,685.08,3,165.0,158.0
11월,asus,중가,12h 이내,즉시 구매(60s),1,228.39,1,48.0,48.0
11월,blackberry,고가,12h 이내,30분 내 구매,5,1954.99,2,589.2,609.0
11월,blackberry,고가,12h 이내,5분 내 구매,10,4115.9,7,125.5,122.0
11월,blackberry,고가,12h 이내,즉시 구매(60s),6,2469.54,3,25.0,24.0
11월,bq,저가,12h 이내,5분 내 구매,32,1907.72,31,139.88,124.0
11월,bq,저가,12h 이내,30분 내 구매,13,854.41,11,596.92,548.0
11월,bq,저가,12h 이내,즉시 구매(60s),27,1614.08,24,41.0,44.0
11월,bq,저가,36h 초과,1시간 초과,1,70.24,1,,
11월,bq,중가,12h 이내,5분 내 구매,12,1438.15,12,154.92,139.5
11월,bq,중가,12h 이내,즉시 구매(60s),4,396.31,3,46.5,48.0
11월,bq,중가,12h 이내,30분 내 구매,6,674.63,6,554.67,443.5
11월,bq,중가,12h 이내,1시간 내 구매,1,115.47,1,1859.0,1859.0
11월,doogee,저가,12h 이내,5분 내 구매,3,260.86,3,207.33,197.0
11월,doogee,저가,12h 이내,즉시 구매(60s),1,70.93,1,45.0,45.0
11월,doogee,저가,12h 이내,30분 내 구매,2,189.92,2,806.5,806.5
11월,doogee,중가,12h 이내,30분 내 구매,5,615.72,5,474.4,433.0
11월,doogee,중가,12h 이내,즉시 구매(60s),15,1875.73,12,38.67,34.0
11월,doogee,중가,12h 이내,5분 내 구매,27,3490.08,24,165.78,179.0
11월,doogee,중가,12h 이내,1시간 초과,2,253.64,2,4736.5,4736.5
11월,fly,저가,12h 이내,30분 내 구매,6,269.13,5,525.5,444.0
11월,fly,저가,12h 이내,즉시 구매(60s),12,545.36,12,34.17,36.75
11월,fly,저가,12h 이내,5분 내 구매,11,498.88,10,129.64,102.5
11월,gionee,저가,12h 이내,5분 내 구매,2,148.78,2,129.0,129.0
11월,gionee,저가,12h 이내,30분 내 구매,3,238.62,3,596.0,727.0
11월,gionee,중가,12h 이내,5분 내 구매,3,369.9,3,159.0,168.0
11월,gionee,중가,12h 이내,30분 내 구매,1,123.3,1,402.0,402.0
11월,google,고가,12h 이내,5분 내 구매,16,11975.58,13,151.94,127.0
11월,google,고가,12h 이내,30분 내 구매,6,3421.98,5,520.83,534.0
11월,google,고가,12h 이내,즉시 구매(60s),12,7150.11,7,42.58,42.0
11월,google,고가,36h 초과,1시간 초과,2,1222.17,2,,
11월,haier,저가,12h 이내,즉시 구매(60s),15,1021.57,13,38.2,38.75
11월,haier,저가,12h 이내,5분 내 구매,33,2359.67,26,159.67,149.5
11월,haier,저가,12h 이내,30분 내 구매,7,527.53,7,618.57,487.0
11월,haier,중가,12h 이내,즉시 구매(60s),6,831.28,5,39.33,35.0
11월,haier,중가,12h 이내,5분 내 구매,8,1096.36,8,191.62,204.5
11월,haier,중가,12h 이내,30분 내 구매,3,468.41,2,434.33,460.0
11월,honor,고가,12h 이내,5분 내 구매,100,39419.88,88,148.89,128.5
11월,honor,고가,12h 이내,즉시 구매(60s),49,19357.08,35,36.14,38.0
11월,honor,고가,12h 이내,1시간 내 구매,3,1312.69,3,2309.67,2144.0
11월,honor,고가,12h 이내,30분 내 구매,46,17667.05,40,593.67,482.0
11월,honor,고가,36h 초과,1시간 초과,2,797.65,2,,
11월,honor,고가,즉시 구매,즉시 구매(60s),1,514.53,1,-38.0,-38.0
11월,honor,중가,12h 이내,30분 내 구매,111,21088.24,89,612.72,454.5
11월,honor,중가,12h 이내,5분 내 구매,273,53949.94,225,147.56,143.75
11월,honor,중가,12h 이내,즉시 구매(60s),103,20366.89,75,37.07,40.25
11월,honor,중가,12h 이내,1시간 내 구매,4,784.99,4,2265.0,2114.0
11월,honor,중가,12h 이내,1시간 초과,5,940.2,5,5584.0,6630.0
11월,honor,중가,즉시 구매,즉시 구매(60s),1,231.64,1,-29.0,-29.0
11월,honor,중가,36h 초과,1시간 초과,1,218.77,1,1990022.0,1990022.0
11월,htc,중가,12h 이내,즉시 구매(60s),13,1338.22,9,38.08,42.0
11월,htc,중가,12h 이내,5분 내 구매,22,2264.68,20,151.0,128.5
11월,htc,중가,12h 이내,30분 내 구매,9,926.46,9,549.0,455.0
11월,huawei,고가,12h 이내,30분 내 구매,221,144635.03,209,629.32,510.5
11월,huawei,고가,12h 이내,5분 내 구매,666,470442.72,526,150.17,134.0
11월,huawei,고가,12h 이내,즉시 구매(60s),243,166619.19,189,36.97,40.0
11월,huawei,고가,36h 초과,1시간 초과,10,7295.63,10,,
11월,huawei,고가,12h 이내,1시간 내 구매,14,10213.97,14,2475.36,2447.0
11월,huawei,고가,12h 이내,1시간 초과,6,5037.14,6,5144.5,5032.0
11월,huawei,고가,즉시 구매,즉시 구매(60s),9,5854.89,8,-137.78,-43.75
11월,huawei,저가,12h 이내,1시간 내 구매,7,630.17,7,2781.43,2882.5
11월,huawei,저가,12h 이내,30분 내 구매,211,18545.34,195,537.92,475.75
11월,huawei,저가,12h 이내,5분 내 구매,520,45717.26,428,145.43,135.5
11월,huawei,저가,12h 이내,즉시 구매(60s),179,15746.17,129,38.46,38.5
11월,huawei,저가,36h 초과,1시간 초과,14,1225.76,12,,
11월,huawei,저가,즉시 구매,즉시 구매(60s),9,806.71,7,-372.33,-29.0
11월,huawei,저가,12h 이내,1시간 초과,2,179.8,2,4407.5,4407.5
11월,huawei,중가,12h 이내,1시간 내 구매,217,42639.98,201,2391.1,2305.0
11월,huawei,중가,12h 이내,1시간 초과,85,16370.63,76,5379.27,5163.0
11월,huawei,중가,12h 이내,30분 내 구매,4444,829664.81,3943,587.54,476.5
11월,huawei,중가,12h 이내,5분 내 구매,10868,2041053.54,8007,152.47,142.0
11월,huawei,중가,12h 이내,즉시 구매(60s),3497,651128.05,2204,40.02,40.0
11월,huawei,중가,즉시 구매,즉시 구매(60s),165,30456.81,127,-464.22,-39.0
11월,huawei,중가,36h 초과,1시간 초과,247,45764.44,227,203272.75,183597.0
11월,huawei,중가,36h 이내,1시간 초과,2,529.82,1,93448.0,93448.0
11월,inoi,저가,12h 이내,30분 내 구매,36,1744.31,35,660.22,586.0
11월,inoi,저가,12h 이내,5분 내 구매,102,5410.53,88,132.74,122.5
11월,inoi,저가,12h 이내,즉시 구매(60s),61,3070.15,45,34.62,32.0
11월,inoi,저가,12h 이내,1시간 내 구매,2,73.8,2,2568.5,2568.5
11월,inoi,중가,12h 이내,5분 내 구매,2,228.31,2,177.0,177.0
11월,irbis,저가,12h 이내,5분 내 구매,5,307.16,4,151.2,114.0
11월,irbis,저가,12h 이내,즉시 구매(60s),3,174.08,3,25.0,26.0
11월,jinga,저가,12h 이내,5분 내 구매,12,842.43,11,165.42,164.0
11월,jinga,저가,12h 이내,즉시 구매(60s),9,572.37,9,35.44,37.5
11월,jinga,저가,12h 이내,30분 내 구매,6,366.8,6,433.0,436.0
11월,lenovo,고가,12h 이내,5분 내 구매,1,617.52,1,281.0,281.0
11월,lenovo,고가,12h 이내,30분 내 구매,1,617.52,1,860.0,860.0
11월,lg,고가,12h 이내,5분 내 구매,32,11354.15,29,161.09,152.5
11월,lg,고가,12h 이내,30분 내 구매,22,7968.62,19,602.45,513.5
11월,lg,고가,12h 이내,즉시 구매(60s),7,2477.77,6,37.0,34.0
11월,lg,고가,12h 이내,1시간 초과,1,344.9,1,4189.0,4189.0
11월,lg,고가,12h 이내,1시간 내 구매,1,344.9,1,2218.0,2218.0
11월,lg,중가,12h 이내,5분 내 구매,26,5603.17,23,172.31,164.0
11월,lg,중가,12h 이내,즉시 구매(60s),7,1541.61,5,34.43,35.25
11월,lg,중가,12h 이내,30분 내 구매,6,1262.52,6,715.5,607.5
11월,meizu,고가,12h 이내,5분 내 구매,17,6768.56,10,125.76,120.5
11월,meizu,고가,12h 이내,30분 내 구매,7,2711.84,6,647.43,552.5
11월,meizu,고가,12h 이내,즉시 구매(60s),7,2696.86,7,37.29,35.25
11월,meizu,저가,12h 이내,30분 내 구매,185,13733.57,172,599.03,511.25
11월,meizu,저가,12h 이내,5분 내 구매,402,30079.92,343,151.97,136.0
11월,meizu,저가,12h 이내,즉시 구매(60s),161,12013.3,113,36.88,35.0
11월,meizu,저가,12h 이내,1시간 내 구매,15,1048.84,15,2736.8,2664.0
11월,meizu,저가,12h 이내,1시간 초과,3,210.3,3,6642.33,6289.0
11월,meizu,저가,36h 초과,1시간 초과,9,700.37,8,,
11월,meizu,저가,즉시 구매,즉시 구매(60s),4,312.97,4,-33.75,-33.0
11월,meizu,중가,12h 이내,30분 내 구매,266,40548.19,241,587.95,476.0
11월,meizu,중가,12h 이내,5분 내 구매,703,110317.27,583,152.04,141.0
11월,meizu,중가,12h 이내,즉시 구매(60s),257,39395.22,204,37.46,38.0
11월,meizu,중가,12h 이내,1시간 내 구매,16,2696.1,14,2426.06,2381.5
11월,meizu,중가,12h 이내,1시간 초과,8,1087.3,7,5164.88,5080.0
11월,meizu,중가,즉시 구매,즉시 구매(60s),8,1238.66,7,-57.0,-59.0
11월,meizu,중가,36h 초과,1시간 초과,16,2811.94,14,,
11월,nokia,고가,12h 이내,30분 내 구매,46,14485.93,43,581.0,429.0
11월,nokia,고가,12h 이내,5분 내 구매,108,34222.96,77,141.62,136.0
11월,nokia,고가,12h 이내,즉시 구매(60s),36,12453.88,20,38.11,38.0
11월,nokia,고가,12h 이내,1시간 내 구매,3,938.64,3,2534.0,2403.0
11월,nokia,고가,12h 이내,1시간 초과,3,921.23,3,4977.33,4345.0
11월,nokia,고가,36h 초과,1시간 초과,1,306.31,1,,
11월,nokia,고가,즉시 구매,즉시 구매(60s),4,1232.05,2,-85.0,-124.0
11월,nokia,저가,12h 이내,5분 내 구매,55,5043.06,50,148.95,140.0
11월,nokia,저가,12h 이내,30분 내 구매,25,2276.67,24,591.6,496.5
11월,nokia,저가,12h 이내,즉시 구매(60s),21,1933.1,18,40.33,44.0
11월,nokia,저가,12h 이내,1시간 초과,3,277.14,3,5147.33,5107.0
11월,nokia,저가,12h 이내,1시간 내 구매,1,92.38,1,2336.0,2336.0
11월,nokia,중가,12h 이내,5분 내 구매,173,24133.65,148,148.43,138.0
11월,nokia,중가,12h 이내,30분 내 구매,88,12127.56,82,624.35,543.25
11월,nokia,중가,12h 이내,즉시 구매(60s),80,11193.26,59,39.45,41.0
11월,nokia,중가,12h 이내,1시간 내 구매,2,220.8,2,1869.0,1869.0
11월,nokia,중가,12h 이내,1시간 초과,1,115.55,1,3959.0,3959.0
11월,nokia,중가,36h 초과,1시간 초과,3,346.65,3,,
11월,nokia,중가,즉시 구매,즉시 구매(60s),1,141.29,1,-32.0,-32.0
11월,nubia,중가,12h 이내,5분 내 구매,8,1165.36,3,107.5,102.0
11월,nubia,중가,12h 이내,30분 내 구매,1,145.67,1,532.0,532.0
11월,oneplus,고가,12h 이내,30분 내 구매,92,58786.93,85,628.63,492.0
11월,oneplus,고가,12h 이내,5분 내 구매,266,174510.48,202,139.83,129.0
11월,oneplus,고가,12h 이내,즉시 구매(60s),160,102642.83,94,34.44,32.5
11월,oneplus,고가,12h 이내,1시간 초과,10,7296.98,9,5483.3,5805.0
11월,oneplus,고가,12h 이내,1시간 내 구매,12,7922.57,12,2517.0,2703.5
11월,oneplus,고가,즉시 구매,즉시 구매(60s),1,540.3,1,-33.0,-33.0
11월,oneplus,고가,36h 초과,1시간 초과,4,2355.8,4,,
11월,oppo,고가,12h 이내,30분 내 구매,782,293932.6,701,621.86,482.0
11월,oppo,고가,12h 이내,5분 내 구매,2103,842281.77,1573,148.8,134.75
11월,oppo,고가,12h 이내,즉시 구매(60s),655,273015.42,432,40.14,41.0
11월,oppo,고가,36h 초과,1시간 초과,47,17933.11,45,,
11월,oppo,고가,12h 이내,1시간 내 구매,59,22661.64,52,2437.86,2328.0
11월,oppo,고가,즉시 구매,즉시 구매(60s),36,14461.21,27,-122.81,-47.5
11월,oppo,고가,12h 이내,1시간 초과,15,6304.17,15,5867.07,4992.0
11월,oppo,고가,36h 이내,1시간 초과,1,437.31,1,105486.0,105486.0
11월,oppo,중가,12h 이내,1시간 내 구매,122,22291.9,111,2407.74,2222.5
11월,oppo,중가,12h 이내,30분 내 구매,2603,458280.76,2258,601.36,489.0
11월,oppo,중가,12h 이내,5분 내 구매,6558,1167382.99,4818,152.61,139.0
11월,oppo,중가,12h 이내,즉시 구매(60s),1764,310566.34,1233,40.02,40.0
11월,oppo,중가,36h 초과,1시간 초과,156,26770.15,150,,
11월,oppo,중가,즉시 구매,즉시 구매(60s),116,20945.1,79,-282.68,-39.0
11월,oppo,중가,12h 이내,1시간 초과,63,11276.29,55,5636.32,5107.75
11월,philips,저가,12h 이내,즉시 구매(60s),2,169.89,2,44.0,44.0
11월,prestigio,저가,12h 이내,5분 내 구매,105,5610.91,97,151.43,150.0
11월,prestigio,저가,12h 이내,즉시 구매(60s),54,2906.72,41,38.24,38.0
11월,prestigio,저가,12h 이내,30분 내 구매,24,1246.65,23,536.75,451.0
11월,prestigio,저가,12h 이내,1시간 내 구매,2,89.79,2,2628.5,2628.5
11월,prestigio,저가,12h 이내,1시간 초과,1,50.68,1,9911.0,9911.0
11월,prestigio,저가,36h 초과,1시간 초과,1,50.68,1,,
11월,prestigio,중가,12h 이내,5분 내 구매,1,144.12,1,99.0,99.0
11월,samsung,고가,12h 이내,1시간 내 구매,267,137587.09,248,2488.4,2476.0
11월,samsung,고가,12h 이내,1시간 초과,139,78354.81,121,6410.47,5351.25
11월,samsung,고가,12h 이내,30분 내 구매,6098,3081970.21,5400,580.39,465.5
11월,samsung,고가,12h 이내,5분 내 구매,20281,11130643.16,14726,144.88,131.0
11월,samsung,고가,12h 이내,즉시 구매(60s),9504,5728562.95,5524,37.07,37.0
11월,samsung,고가,36h 초과,1시간 초과,431,225890.36,408,159565.0,159565.0
11월,samsung,고가,즉시 구매,즉시 구매(60s),364,187957.84,271,-110.39,-39.0
11월,samsung,고가,36h 이내,1시간 초과,2,998.3,2,108185.5,108185.5
11월,samsung,저가,12h 이내,30분 내 구매,650,58198.36,590,550.68,468.0
11월,samsung,저가,12h 이내,5분 내 구매,2051,182883.88,1617,147.76,135.0
11월,samsung,저가,12h 이내,즉시 구매(60s),941,83792.76,631,39.67,39.5
11월,samsung,저가,즉시 구매,즉시 구매(60s),27,2472.64,20,-176.41,-38.25
11월,samsung,저가,36h 초과,1시간 초과,41,3756.95,39,,
11월,samsung,저가,12h 이내,1시간 내 구매,20,1819.39,19,2515.55,2246.0
11월,samsung,저가,12h 이내,1시간 초과,9,825.5,8,6330.67,5715.5
11월,samsung,중가,12h 이내,1시간 내 구매,682,125800.51,630,2454.46,2367.5
11월,samsung,중가,12h 이내,1시간 초과,384,72418.81,330,5991.02,5218.0
11월,samsung,중가,12h 이내,30분 내 구매,22270,4034635.93,18896,563.33,453.75
11월,samsung,중가,12h 이내,5분 내 구매,68136,12300398.47,45434,148.81,135.0
11월,samsung,중가,12h 이내,즉시 구매(60s),27036,4826628.22,14069,38.4,38.0
11월,samsung,중가,36h 초과,1시간 초과,1456,262417.55,1342,645910.67,711150.0
11월,samsung,중가,즉시 구매,즉시 구매(60s),997,180998.44,753,-211.53,-37.0
11월,samsung,중가,24h 이내,1시간 초과,2,274.17,2,61147.5,61147.5
11월,samsung,중가,36h 이내,1시간 초과,2,503.71,2,103164.5,103164.5
11월,sony,고가,12h 이내,5분 내 구매,138,75684.79,117,142.86,134.0
11월,sony,고가,12h 이내,즉시 구매(60s),56,35582.77,33,39.38,37.5
11월,sony,고가,12h 이내,30분 내 구매,48,24452.75,48,576.77,482.0
11월,sony,고가,12h 이내,1시간 내 구매,4,2135.09,4,2458.0,2323.0
11월,sony,고가,36h 초과,1시간 초과,4,2340.56,4,,
11월,sony,고가,12h 이내,1시간 초과,1,324.65,1,3668.0,3668.0
11월,sony,고가,즉시 구매,즉시 구매(60s),1,462.82,1,-44.0,-44.0
11월,sony,중가,12h 이내,즉시 구매(60s),44,8443.87,22,37.82,36.5
11월,sony,중가,12h 이내,30분 내 구매,58,11217.17,55,602.55,577.0
11월,sony,중가,12h 이내,5분 내 구매,95,17723.87,81,156.91,148.75
11월,sony,중가,12h 이내,1시간 내 구매,6,1026.77,4,2273.0,2275.0
11월,sony,중가,12h 이내,1시간 초과,1,179.67,1,5135.0,5135.0
11월,sony,중가,즉시 구매,즉시 구매(60s),1,257.38,1,-29.0,-29.0
11월,sony,중가,36h 초과,1시간 초과,1,179.9,1,,
11월,tecno,저가,12h 이내,즉시 구매(60s),3,200.01,2,43.67,41.5
11월,tecno,저가,12h 이내,5분 내 구매,12,913.28,12,143.67,132.0
11월,tecno,저가,12h 이내,30분 내 구매,1,59.46,1,307.0,307.0
11월,tecno,중가,12h 이내,즉시 구매(60s),11,1232.74,11,40.18,40.0
11월,tecno,중가,12h 이내,30분 내 구매,17,1949.36,15,698.71,577.0
11월,tecno,중가,12h 이내,5분 내 구매,41,4692.32,32,143.46,132.0
11월,tecno,중가,36h 초과,1시간 초과,1,110.43,1,,
11월,texet,저가,12h 이내,5분 내 구매,3,203.09,2,262.33,270.0
11월,texet,중가,12h 이내,즉시 구매(60s),2,236.16,2,41.0,41.0
11월,texet,중가,12h 이내,30분 내 구매,1,115.46,1,1655.0,1655.0
11월,tp-link,저가,12h 이내,30분 내 구매,25,2054.63,23,569.04,509.5
11월,tp-link,저가,12h 이내,5분 내 구매,161,13883.96,128,131.92,111.5
11월,tp-link,저가,12h 이내,즉시 구매(60s),55,4490.82,42,38.55,38.0
11월,tp-link,저가,36h 초과,1시간 초과,7,546.46,6,,
11월,tp-link,저가,즉시 구매,즉시 구매(60s),5,438.86,3,-2715.8,-2038.0
11월,tp-link,중가,12h 이내,30분 내 구매,30,4334.56,27,513.77,445.0
11월,tp-link,중가,12h 이내,5분 내 구매,210,30556.88,145,144.85,139.0
11월,tp-link,중가,12h 이내,즉시 구매(60s),49,7088.47,37,37.76,38.0
11월,tp-link,중가,즉시 구매,즉시 구매(60s),7,976.29,3,-32.43,-42.0
11월,tp-link,중가,12h 이내,1시간 내 구매,4,614.15,4,2196.25,2134.5
11월,tp-link,중가,36h 초과,1시간 초과,7,976.29,7,,
11월,umi,고가,12h 이내,즉시 구매(60s),34,16447.47,27,36.97,38.5
11월,umi,고가,12h 이내,1시간 내 구매,2,1132.49,2,2047.5,2047.5
11월,umi,고가,12h 이내,5분 내 구매,82,38943.75,71,147.72,141.0
11월,umi,고가,12h 이내,30분 내 구매,21,10038.39,21,697.48,594.0
11월,umi,고가,36h 초과,1시간 초과,4,1750.28,4,,
11월,umi,고가,12h 이내,1시간 초과,1,437.57,1,3897.0,3897.0
11월,umi,고가,즉시 구매,즉시 구매(60s),2,926.52,1,-218.0,-218.0
11월,unknown,고가,12h 이내,5분 내 구매,34,30602.88,30,144.94,120.0
11월,unknown,고가,12h 이내,즉시 구매(60s),17,16464.17,13,28.41,22.0
11월,unknown,고가,12h 이내,30분 내 구매,6,4567.8,6,563.5,416.0
11월,unknown,중가,12h 이내,즉시 구매(60s),17,3993.04,16,40.47,40.0
11월,unknown,중가,12h 이내,30분 내 구매,28,6236.58,27,552.11,549.5
11월,unknown,중가,12h 이내,5분 내 구매,49,11080.49,42,161.45,154.5
11월,unknown,중가,12h 이내,1시간 내 구매,3,678.72,3,2229.67,2328.0
11월,unknown,중가,36h 초과,1시간 초과,1,220.31,1,,
11월,vivo,고가,12h 이내,30분 내 구매,133,51940.98,110,609.98,518.0
11월,vivo,고가,12h 이내,5분 내 구매,480,183980.19,348,148.63,141.5
11월,vivo,고가,12h 이내,즉시 구매(60s),172,75389.02,106,34.56,36.0
11월,vivo,고가,12h 이내,1시간 내 구매,9,2830.92,8,2172.67,2130.5
11월,vivo,고가,즉시 구매,즉시 구매(60s),15,7593.14,10,-29.8,-28.0
11월,vivo,고가,36h 초과,1시간 초과,6,2110.58,6,,
11월,vivo,고가,12h 이내,1시간 초과,3,1081.03,2,6941.0,7010.0
11월,vivo,중가,12h 이내,30분 내 구매,227,39396.85,198,633.98,547.5
11월,vivo,중가,12h 이내,5분 내 구매,578,100388.77,478,150.71,134.0
11월,vivo,중가,12h 이내,즉시 구매(60s),250,43766.47,172,38.58,37.0
11월,vivo,중가,12h 이내,1시간 내 구매,14,2566.05,12,2646.64,2429.0
11월,vivo,중가,12h 이내,1시간 초과,3,491.6,3,5075.67,4383.0
11월,vivo,중가,36h 초과,1시간 초과,13,2566.07,13,,
11월,vivo,중가,즉시 구매,즉시 구매(60s),11,2071.85,9,-28.27,-28.0
11월,xiaomi,고가,12h 이내,1시간 내 구매,162,52992.25,154,2506.31,2361.5
11월,xiaomi,고가,12h 이내,1시간 초과,113,37155.16,108,6330.36,5812.75
11월,xiaomi,고가,12h 이내,30분 내 구매,2061,676612.37,1842,632.84,517.25
11월,xiaomi,고가,12h 이내,5분 내 구매,4487,1495099.15,3364,152.08,141.75
11월,xiaomi,고가,12h 이내,즉시 구매(60s),1829,637553.45,1092,36.74,36.75
11월,xiaomi,고가,즉시 구매,즉시 구매(60s),51,17985.36,42,-110.73,-36.5
11월,xiaomi,고가,24h 이내,1시간 초과,2,621.69,2,70122.0,70122.0
11월,xiaomi,고가,36h 초과,1시간 초과,86,28026.3,82,,
11월,xiaomi,저가,12h 이내,1시간 초과,29,2608.98,28,5054.97,4565.5
11월,xiaomi,저가,12h 이내,30분 내 구매,1086,97273.63,989,616.87,498.5
11월,xiaomi,저가,12h 이내,5분 내 구매,2022,179949.29,1662,151.64,143.25
11월,xiaomi,저가,12h 이내,즉시 구매(60s),803,70693.12,521,38.49,38.5
11월,xiaomi,저가,36h 초과,1시간 초과,44,3896.22,41,,
11월,xiaomi,저가,12h 이내,1시간 내 구매,56,5016.26,55,2532.48,2527.0
11월,xiaomi,저가,즉시 구매,즉시 구매(60s),30,2612.25,20,-1064.9,-95.0
11월,xiaomi,중가,12h 이내,1시간 내 구매,576,106565.98,519,2477.91,2394.0
11월,xiaomi,중가,12h 이내,1시간 초과,242,44782.67,224,5892.73,5110.0
11월,xiaomi,중가,12h 이내,30분 내 구매,8394,1522885.23,7413,612.73,490.0
11월,xiaomi,중가,12h 이내,5분 내 구매,18718,3436828.66,13669,151.48,139.0
11월,xiaomi,중가,12h 이내,즉시 구매(60s),7011,1289547.71,4104,38.91,38.5
11월,xiaomi,중가,36h 초과,1시간 초과,476,85897.23,452,287555.0,287555.0
11월,xiaomi,중가,즉시 구매,즉시 구매(60s),274,49815.43,208,-185.95,-39.0
11월,xiaomi,중가,24h 이내,1시간 초과,1,202.3,1,84145.0,84145.0
11월,zte,저가,12h 이내,5분 내 구매,43,3175.42,38,153.21,142.5
11월,zte,저가,12h 이내,30분 내 구매,22,1634.03,21,567.5,462.25
11월,zte,저가,12h 이내,즉시 구매(60s),37,2730.38,27,37.27,39.0
11월,zte,중가,12h 이내,5분 내 구매,7,955.01,5,199.29,126.0
11월,zte,중가,12h 이내,30분 내 구매,1,136.43,1,489.0,489.0
11월,zte,중가,12h 이내,즉시 구매(60s),2,272.86,2,23.0,23.0
