month,brand,hour,time_segment,purchase_count,revenue,purchase_user_count
11월,huawei,17,오후 (12-18시),959,223064.34,810
11월,huawei,18,저녁 (18-24시),552,114260.42,459
11월,huawei,19,저녁 (18-24시),400,90898.17,325
11월,huawei,20,저녁 (18-24시),228,47895.62,197
11월,huawei,21,저녁 (18-24시),156,37113.0,122
11월,huawei,22,저녁 (18-24시),107,26255.81,87
11월,huawei,23,저녁 (18-24시),55,12901.51,47
11월,inoi,1,새벽 (0-6시),2,99.6,2
11월,inoi,3,새벽 (0-6시),6,320.35,5
11월,inoi,4,새벽 (0-6시),13,776.96,13
11월,inoi,5,새벽 (0-6시),13,735.15,10
11월,inoi,6,오전 (6-12시),15,708.82,15
11월,inoi,7,오전 (6-12시),11,575.6,11
11월,inoi,8,오전 (6-12시),16,913.95,16
11월,inoi,9,오전 (6-12시),20,1054.74,17
11월,inoi,10,오전 (6-12시),14,799.97,13
11월,inoi,11,오전 (6-12시),11,512.56,11
11월,inoi,12,오후 (12-18시),8,394.15,8
11월,inoi,13,오후 (12-18시),14,557.88,9
11월,inoi,14,오후 (12-18시),10,498.09,9
11월,inoi,15,오후 (12-18시),11,572.4,10
11월,inoi,16,오후 (12-18시),11,525.23,11
11월,inoi,17,오후 (12-18시),16,798.58,14
11월,inoi,18,저녁 (18-24시),5,283.82,3
11월,inoi,19,저녁 (18-24시),4,196.51,4
11월,inoi,20,저녁 (18-24시),2,150.27,2
11월,inoi,23,저녁 (18-24시),1,52.47,1
11월,irbis,4,새벽 (0-6시),1,56.96,1
11월,irbis,5,새벽 (0-6시),1,57.08,1
11월,irbis,7,오전 (6-12시),1,59.92,1
11월,irbis,9,오전 (6-12시),2,114.38,1
11월,irbis,10,오전 (6-12시),1,65.21,1
11월,irbis,11,오전 (6-12시),1,60.04,1
11월,irbis,12,오후 (12-18시),1,67.65,1
11월,jinga,2,새벽 (0-6시),2,108.09,2
11월,jinga,3,새벽 (0-6시),1,94.97,1
11월,jinga,4,새벽 (0-6시),2,143.64,2
11월,jinga,5,새벽 (0-6시),1,48.91,1
11월,jinga,6,오전 (6-12시),1,54.57,1
11월,jinga,7,오전 (6-12시),1,73.88,1
11월,jinga,8,오전 (6-12시),6,394.64,6
11월,jinga,9,오전 (6-12시),1,59.18,1
11월,jinga,10,오전 (6-12시),3,235.98,3
11월,jinga,13,오후 (12-18시),1,58.72,1
11월,jinga,14,오후 (12-18시),1,73.88,1
11월,jinga,16,오후 (12-18시),3,203.92,3
11월,jinga,17,오후 (12-18시),2,117.71,2
11월,jinga,18,저녁 (18-24시),1,54.57,1
11월,jinga,21,저녁 (18-24시),1,58.94,1
11월,lenovo,6,오전 (6-12시),1,617.52,1
11월,lenovo,17,오후 (12-18시),1,617.52,1
11월,lg,1,새벽 (0-6시),1,408.37,1
11월,lg,2,새벽 (0-6시),1,344.9,1
11월,lg,3,새벽 (0-6시),3,1034.7,3
11월,lg,4,새벽 (0-6시),5,1378.75,5
11월,lg,5,새벽 (0-6시),4,1122.2,4
11월,lg,6,오전 (6-12시),5,1595.8,5
11월,lg,7,오전 (6-12시),5,1659.27,5
11월,lg,8,오전 (6-12시),2,561.1,2
11월,lg,9,오전 (6-12시),7,2347.31,7
11월,lg,10,오전 (6-12시),8,2284.75,8
11월,lg,11,오전 (6-12시),6,1660.18,6
11월,lg,12,오후 (12-18시),8,2692.21,7
11월,lg,13,오후 (12-18시),4,1250.9,3
11월,lg,14,오후 (12-18시),10,2793.94,10
11월,lg,15,오후 (12-18시),10,2653.68,8
11월,lg,16,오후 (12-18시),8,2078.1,7
11월,lg,17,오후 (12-18시),3,894.44,3
11월,lg,18,저녁 (18-24시),7,2349.07,6
11월,lg,19,저녁 (18-24시),1,344.9,1
11월,lg,20,저녁 (18-24시),2,753.27,2
11월,lg,21,저녁 (18-24시),1,344.9,1
11월,lg,22,저녁 (18-24시),1,344.9,1
11월,meizu,0,새벽 (0-6시),8,813.17,8
11월,meizu,1,새벽 (0-6시),14,1564.35,13
11월,meizu,2,새벽 (0-6시),25,2739.09,23
11월,meizu,3,새벽 (0-6시),57,6515.33,54
11월,meizu,4,새벽 (0-6시),83,10614.36,70
11월,meizu,5,새벽 (0-6시),116,14403.31,99
11월,meizu,6,오전 (6-12시),125,16889.91,111
11월,meizu,7,오전 (6-12시),131,16265.12,113
11월,meizu,8,오전 (6-12시),157,20210.4,139
11월,meizu,9,오전 (6-12시),172,20149.12,149
11월,meizu,10,오전 (6-12시),145,19596.21,124
11월,meizu,11,오전 (6-12시),180,24215.52,154
11월,meizu,12,오후 (12-18시),152,21226.38,137
11월,meizu,13,오후 (12-18시),146,20116.19,131
11월,meizu,14,오후 (12-18시),141,18325.88,122
11월,meizu,15,오후 (12-18시),106,12028.75,94
11월,meizu,16,오후 (12-18시),102,11619.45,93
11월,meizu,17,오후 (12-18시),108,14793.46,93
11월,meizu,18,저녁 (18-24시),40,5420.47,39
11월,meizu,19,저녁 (18-24시),25,4567.52,21
11월,meizu,20,저녁 (18-24시),23,2715.63,23
11월,meizu,21,저녁 (18-24시),10,1576.35,10
11월,meizu,22,저녁 (18-24시),9,947.77,9
11월,meizu,23,저녁 (18-24시),9,1057.47,8
11월,nokia,0,새벽 (0-6시),4,553.24,4
11월,nokia,1,새벽 (0-6시),4,666.71,4
11월,nokia,2,새벽 (0-6시),19,3508.79,16
11월,nokia,3,새벽 (0-6시),30,5801.79,21
11월,nokia,4,새벽 (0-6시),41,7919.13,34
11월,nokia,5,새벽 (0-6시),33,5747.99,28
11월,nokia,6,오전 (6-12시),30,6178.15,27
11월,nokia,7,오전 (6-12시),45,9078.33,42
11월,nokia,8,오전 (6-12시),36,6187.2,30
11월,nokia,9,오전 (6-12시),54,10786.71,42
11월,nokia,10,오전 (6-12시),41,7474.43,38
11월,nokia,11,오전 (6-12시),34,6457.84,30
11월,nokia,12,오후 (12-18시),38,7884.67,37
11월,nokia,13,오후 (12-18시),37,7268.43,36
11월,nokia,14,오후 (12-18시),60,10670.66,50
11월,nokia,15,오후 (12-18시),48,9490.77,42
11월,nokia,16,오후 (12-18시),32,5513.78,29
11월,nokia,17,오후 (12-18시),27,4917.08,26
11월,nokia,18,저녁 (18-24시),11,1389.97,10
11월,nokia,19,저녁 (18-24시),12,1838.38,11
11월,nokia,20,저녁 (18-24시),9,1912.59,8
11월,nokia,21,저녁 (18-24시),5,751.01,5
11월,nokia,22,저녁 (18-24시),4,464.46,4
11월,nubia,4,새벽 (0-6시),1,145.67,1
11월,nubia,5,새벽 (0-6시),1,145.67,1
11월,nubia,11,오전 (6-12시),5,728.35,1
11월,nubia,12,오후 (12-18시),2,291.34,2
11월,oneplus,1,새벽 (0-6시),4,2327.69,4
11월,oneplus,2,새벽 (0-6시),9,4914.99,7
11월,oneplus,3,새벽 (0-6시),12,8316.7,12
11월,oneplus,4,새벽 (0-6시),19,12938.45,17
11월,oneplus,5,새벽 (0-6시),26,16726.14,23
11월,oneplus,6,오전 (6-12시),24,16001.79,24
11월,oneplus,7,오전 (6-12시),37,23491.3,32
11월,oneplus,8,오전 (6-12시),47,29457.4,40
11월,oneplus,9,오전 (6-12시),33,22364.11,31
11월,oneplus,10,오전 (6-12시),26,17035.76,26
11월,oneplus,11,오전 (6-12시),24,16361.82,19
11월,oneplus,12,오후 (12-18시),33,21173.04,29
11월,oneplus,13,오후 (12-18시),36,24556.12,34
11월,oneplus,14,오후 (12-18시),35,21859.41,30
11월,oneplus,15,오후 (12-18시),29,19253.53,28
11월,oneplus,16,오후 (12-18시),28,16507.25,19
11월,oneplus,17,오후 (12-18시),40,27763.06,32
11월,oneplus,18,저녁 (18-24시),22,15395.43,21
11월,oneplus,19,저녁 (18-24시),16,10458.73,14
11월,oneplus,20,저녁 (18-24시),11,7741.21,6
11월,oneplus,21,저녁 (18-24시),7,4683.27,7
11월,oneplus,22,저녁 (18-24시),22,12156.22,7
11월,oneplus,23,저녁 (18-24시),5,2572.47,2
11월,oppo,0,새벽 (0-6시),39,8985.43,34
11월,oppo,1,새벽 (0-6시),60,13948.71,55
11월,oppo,2,새벽 (0-6시),152,35529.82,143
11월,oppo,3,새벽 (0-6시),429,99606.39,383
11월,oppo,4,새벽 (0-6시),750,168994.08,647
11월,oppo,5,새벽 (0-6시),898,210001.05,765
11월,oppo,6,오전 (6-12시),956,221443.55,801
11월,oppo,7,오전 (6-12시),1015,231012.78,859
11월,oppo,8,오전 (6-12시),1069,245373.28,860
11월,oppo,9,오전 (6-12시),1186,274627.41,982
11월,oppo,10,오전 (6-12시),1133,264813.21,917
11월,oppo,11,오전 (6-12시),1053,240215.33,891
11월,oppo,12,오후 (12-18시),1030,243086.63,871
11월,oppo,13,오후 (12-18시),1034,241442.13,876
11월,oppo,14,오후 (12-18시),1050,237691.57,857
11월,oppo,15,오후 (12-18시),878,205728.78,732
11월,oppo,16,오후 (12-18시),733,168421.23,635
11월,oppo,17,오후 (12-18시),674,151533.23,582
11월,oppo,18,저녁 (18-24시),387,96188.27,326
11월,oppo,19,저녁 (18-24시),237,54320.96,204
11월,oppo,20,저녁 (18-24시),132,30564.44,119
11월,oppo,21,저녁 (18-24시),90,23081.82,79
11월,oppo,22,저녁 (18-24시),56,12427.05,49
11월,oppo,23,저녁 (18-24시),39,9503.61,37
11월,philips,11,오전 (6-12시),1,82.37,1
11월,philips,17,오후 (12-18시),1,87.52,1
11월,prestigio,0,새벽 (0-6시),3,168.27,3
11월,prestigio,2,새벽 (0-6시),2,101.11,2
11월,prestigio,3,새벽 (0-6시),4,179.32,4
11월,prestigio,4,새벽 (0-6시),15,789.69,15
11월,prestigio,5,새벽 (0-6시),9,462.63,9
11월,prestigio,6,오전 (6-12시),6,298.26,6
11월,prestigio,7,오전 (6-12시),12,622.16,12
11월,prestigio,8,오전 (6-12시),13,710.15,12
11월,prestigio,9,오전 (6-12시),12,687.04,10
11월,prestigio,10,오전 (6-12시),14,746.89,14
11월,prestigio,11,오전 (6-12시),10,527.51,10
11월,prestigio,12,오후 (12-18시),11,545.14,8
11월,prestigio,13,오후 (12-18시),15,865.48,15
11월,prestigio,14,오후 (12-18시),17,866.64,13
11월,prestigio,15,오후 (12-18시),12,643.79,11
11월,prestigio,16,오후 (12-18시),6,319.34,6
11월,prestigio,17,오후 (12-18시),10,524.7,10
11월,prestigio,18,저녁 (18-24시),7,468.81,7
11월,prestigio,19,저녁 (18-24시),7,405.32,5
11월,prestigio,20,저녁 (18-24시),1,50.68,1
11월,prestigio,23,저녁 (18-24시),2,116.62,2
11월,samsung,0,새벽 (0-6시),429,111468.02,350
11월,samsung,1,새벽 (0-6시),780,196656.07,630
11월,samsung,2,새벽 (0-6시),1947,500096.04,1580
11월,samsung,3,새벽 (0-6시),5016,1300705.67,3875
11월,samsung,4,새벽 (0-6시),8001,2084599.69,6184
11월,samsung,5,새벽 (0-6시),9916,2588649.98,7521
11월,samsung,6,오전 (6-12시),10863,2873790.65,8200
11월,samsung,7,오전 (6-12시),11294,2911943.45,8601
11월,samsung,8,오전 (6-12시),12246,3266032.6,9323
11월,samsung,9,오전 (6-12시),13026,3506973.85,9830
11월,samsung,10,오전 (6-12시),12399,3320641.66,9598
11월,samsung,11,오전 (6-12시),11419,3062707.8,8793
11월,samsung,12,오후 (12-18시),10493,2794165.01,8304
11월,samsung,13,오후 (12-18시),10339,2750533.98,8248
11월,samsung,14,오후 (12-18시),9822,2570000.86,7779
11월,samsung,15,오후 (12-18시),8583,2187833.76,6876
11월,samsung,16,오후 (12-18시),7357,1894498.67,5811
11월,samsung,17,오후 (12-18시),6527,1697814.76,5242
11월,samsung,18,저녁 (18-24시),4012,1099129.57,3138
11월,samsung,19,저녁 (18-24시),3094,834310.59,2308
11월,samsung,20,저녁 (18-24시),1750,468342.37,1360
11월,samsung,21,저녁 (18-24시),1148,316951.5,863
11월,samsung,22,저녁 (18-24시),813,225347.04,625
11월,samsung,23,저녁 (18-24시),516,146596.42,400
11월,sony,0,새벽 (0-6시),2,720.22,2
11월,sony,1,새벽 (0-6시),3,1517.67,3
11월,sony,2,새벽 (0-6시),3,1594.61,3
11월,sony,3,새벽 (0-6시),11,4771.25,11
11월,sony,4,새벽 (0-6시),14,6302.23,14
11월,sony,5,새벽 (0-6시),25,10672.7,24
11월,sony,6,오전 (6-12시),27,12770.0,23
11월,sony,7,오전 (6-12시),23,10252.62,21
11월,sony,8,오전 (6-12시),36,13921.28,34
11월,sony,9,오전 (6-12시),29,11585.39,24
11월,sony,10,오전 (6-12시),43,15848.26,37
11월,sony,11,오전 (6-12시),45,15442.96,36
11월,sony,12,오후 (12-18시),31,8818.8,26
11월,sony,13,오후 (12-18시),34,16628.51,30
11월,sony,14,오후 (12-18시),21,6879.0,21
11월,sony,15,오후 (12-18시),19,7105.26,17
11월,sony,16,오후 (12-18시),32,11484.19,27
11월,sony,17,오후 (12-18시),16,4433.77,16
11월,sony,18,저녁 (18-24시),20,6163.66,13
11월,sony,19,저녁 (18-24시),8,4412.66,8
11월,sony,20,저녁 (18-24시),7,3575.85,7
11월,sony,21,저녁 (18-24시),1,385.6,1
11월,sony,22,저녁 (18-24시),4,2623.91,3
11월,sony,23,저녁 (18-24시),4,2101.66,2
11월,tecno,0,새벽 (0-6시),2,236.3,1
11월,tecno,2,새벽 (0-6시),1,110.43,1
11월,tecno,3,새벽 (0-6시),3,339.01,3
11월,tecno,4,새벽 (0-6시),4,457.16,4
11월,tecno,5,새벽 (0-6시),7,783.3,6
11월,tecno,6,오전 (6-12시),3,295.25,3
11월,tecno,7,오전 (6-12시),4,441.71,4
11월,tecno,8,오전 (6-12시),12,1217.55,12
11월,tecno,9,오전 (6-12시),11,1150.36,9
11월,tecno,10,오전 (6-12시),6,608.26,6
11월,tecno,11,오전 (6-12시),5,516.62,5
11월,tecno,12,오후 (12-18시),6,672.87,5
11월,tecno,13,오후 (12-18시),7,682.65,6
11월,tecno,14,오후 (12-18시),1,118.15,1
11월,tecno,15,오후 (12-18시),4,472.6,2
11월,tecno,16,오후 (12-18시),2,177.1,2
11월,tecno,17,오후 (12-18시),4,444.29,4
11월,tecno,19,저녁 (18-24시),1,94.98,1
11월,tecno,20,저녁 (18-24시),2,220.86,2
11월,tecno,21,저녁 (18-24시),1,118.15,1
11월,texet,5,새벽 (0-6시),1,67.18,1
11월,texet,8,오전 (6-12시),1,115.46,1
11월,texet,10,오전 (6-12시),2,183.41,2
11월,texet,12,오후 (12-18시),1,120.7,1
11월,texet,13,오후 (12-18시),1,67.96,1
11월,tp-link,0,새벽 (0-6시),2,128.18,2
11월,tp-link,1,새벽 (0-6시),1,61.52,1
11월,tp-link,2,새벽 (0-6시),4,284.69,3
11월,tp-link,3,새벽 (0-6시),11,1060.24,9
11월,tp-link,4,새벽 (0-6시),29,3138.69,26
11월,tp-link,5,새벽 (0-6시),31,3594.56,28
11월,tp-link,6,오전 (6-12시),31,3528.63,28
11월,tp-link,7,오전 (6-12시),46,5658.27,38
11월,tp-link,8,오전 (6-12시),51,6031.72,44
11월,tp-link,9,오전 (6-12시),60,6750.64,47
11월,tp-link,10,오전 (6-12시),54,6675.5,48
11월,tp-link,11,오전 (6-12시),59,7086.81,43
11월,tp-link,12,오후 (12-18시),53,6598.17,45
11월,tp-link,13,오후 (12-18시),41,5183.02,35
11월,tp-link,14,오후 (12-18시),30,3667.85,23
11월,tp-link,15,오후 (12-18시),20,2243.74,17
11월,tp-link,16,오후 (12-18시),16,1843.98,12
11월,tp-link,17,오후 (12-18시),9,942.53,9
11월,tp-link,18,저녁 (18-24시),6,852.0,4
11월,tp-link,19,저녁 (18-24시),4,359.33,3
11월,tp-link,20,저녁 (18-24시),2,271.3,2
11월,umi,2,새벽 (0-6시),5,2625.23,3
11월,umi,3,새벽 (0-6시),5,2496.68,5
11월,umi,4,새벽 (0-6시),4,2007.68,3
11월,umi,5,새벽 (0-6시),6,2960.04,6
11월,umi,6,오전 (6-12시),12,5636.94,11
11월,umi,7,오전 (6-12시),8,3577.78,7
11월,umi,8,오전 (6-12시),9,3989.61,9
11월,umi,9,오전 (6-12시),4,1776.02,4
11월,umi,10,오전 (6-12시),20,9729.52,20
11월,umi,11,오전 (6-12시),14,6589.3,13
11월,umi,12,오후 (12-18시),12,5559.72,11
11월,umi,13,오후 (12-18시),13,6486.35,12
11월,umi,14,오후 (12-18시),9,4221.27,6
11월,umi,15,오후 (12-18시),8,3783.7,6
11월,umi,16,오후 (12-18시),5,2496.73,5
11월,umi,17,오후 (12-18시),4,2110.64,4
11월,umi,18,저녁 (18-24시),4,1853.24,3
11월,umi,20,저녁 (18-24시),3,1338.45,2
11월,umi,22,저녁 (18-24시),1,437.57,1
11월,unknown,1,새벽 (0-6시),1,1029.37,1
11월,unknown,4,새벽 (0-6시),7,3842.41,7
11월,unknown,5,새벽 (0-6시),5,1850.13,5
11월,unknown,6,오전 (6-12시),8,2891.7,8
11월,unknown,7,오전 (6-12시),7,3086.65,7
11월,unknown,8,오전 (6-12시),9,2592.89,8
11월,unknown,9,오전 (6-12시),10,5216.35,10
11월,unknown,10,오전 (6-12시),6,2561.59,6
11월,unknown,11,오전 (6-12시),17,5510.56,12
11월,unknown,12,오후 (12-18시),15,7589.6,13
11월,unknown,13,오후 (12-18시),9,4046.47,9
11월,unknown,14,오후 (12-18시),23,10759.61,20
11월,unknown,15,오후 (12-18시),17,6291.44,17
11월,unknown,16,오후 (12-18시),7,5082.07,5
11월,unknown,17,오후 (12-18시),4,2911.16,3
11월,unknown,18,저녁 (18-24시),4,2534.36,4
11월,unknown,19,저녁 (18-24시),4,3577.09,4
11월,unknown,20,저녁 (18-24시),2,2470.54,1
11월,vivo,0,새벽 (0-6시),7,1961.32,5
11월,vivo,1,새벽 (0-6시),20,5538.92,12
11월,vivo,2,새벽 (0-6시),13,4061.65,9
11월,vivo,3,새벽 (0-6시),42,12295.6,38
11월,vivo,4,새벽 (0-6시),83,22917.27,66
11월,vivo,5,새벽 (0-6시),81,21550.55,70
11월,vivo,6,오전 (6-12시),126,33658.92,104
11월,vivo,7,오전 (6-12시),160,44614.52,128
11월,vivo,8,오전 (6-12시),135,37077.96,112
11월,vivo,9,오전 (6-12시),155,41157.87,135
11월,vivo,10,오전 (6-12시),169,45610.85,134
11월,vivo,11,오전 (6-12시),129,33379.0,114
11월,vivo,12,오후 (12-18시),146,36171.71,123
11월,vivo,13,오후 (12-18시),134,33156.76,122
11월,vivo,14,오후 (12-18시),112,31351.74,99
11월,vivo,15,오후 (12-18시),100,26675.19,83
11월,vivo,16,오후 (12-18시),93,26647.1,85
11월,vivo,17,오후 (12-18시),93,24566.89,73
11월,vivo,18,저녁 (18-24시),37,11100.54,34
11월,vivo,19,저녁 (18-24시),30,8357.29,27
11월,vivo,20,저녁 (18-24시),19,5985.16,12
11월,vivo,21,저녁 (18-24시),15,3665.15,13
11월,vivo,22,저녁 (18-24시),4,1377.03,4
11월,vivo,23,저녁 (18-24시),11,3294.53,10
11월,xiaomi,0,새벽 (0-6시),185,36708.29,144
11월,xiaomi,1,새벽 (0-6시),225,45459.29,197
11월,xiaomi,2,새벽 (0-6시),620,124686.91,519
11월,xiaomi,3,새벽 (0-6시),1343,264758.13,1133
11월,xiaomi,4,새벽 (0-6시),2416,487404.73,1954
11월,xiaomi,5,새벽 (0-6시),2800,560115.12,2325
11월,xiaomi,6,오전 (6-12시),2997,593355.53,2452
11월,xiaomi,7,오전 (6-12시),3044,607098.37,2550
11월,xiaomi,8,오전 (6-12시),3488,703338.21,2916
11월,xiaomi,9,오전 (6-12시),3703,748124.87,3037
11월,xiaomi,10,오전 (6-12시),3569,733625.45,2904
11월,xiaomi,11,오전 (6-12시),3430,700818.06,2786
11월,xiaomi,12,오후 (12-18시),3306,683504.9,2752
11월,xiaomi,13,오후 (12-18시),3300,670507.34,2764
11월,xiaomi,14,오후 (12-18시),3379,687183.26,2739
11월,xiaomi,15,오후 (12-18시),2911,583171.8,2462
11월,xiaomi,16,오후 (12-18시),2414,493992.25,1986
11월,xiaomi,17,오후 (12-18시),2213,459934.85,1807
11월,xiaomi,18,저녁 (18-24시),1232,251388.11,1012
11월,xiaomi,19,저녁 (18-24시),812,172723.47,638
11월,xiaomi,20,저녁 (18-24시),482,101486.95,376
11월,xiaomi,21,저녁 (18-24시),285,57029.02,228
11월,xiaomi,22,저녁 (18-24시),251,52094.74,195
11월,xiaomi,23,저녁 (18-24시),148,26111.04,120
11월,zte,0,새벽 (0-6시),1,74.62,1
11월,zte,2,새벽 (0-6시),3,221.3,3
11월,zte,3,새벽 (0-6시),4,298.5,3
11월,zte,4,새벽 (0-6시),4,310.15,4
11월,zte,5,새벽 (0-6시),8,678.18,8
11월,zte,6,오전 (6-12시),9,741.16,6
11월,zte,7,오전 (6-12시),2,144.1,2
11월,zte,8,오전 (6-12시),10,735.96,8
11월,zte,9,오전 (6-12시),8,550.66,7
11월,zte,10,오전 (6-12시),8,712.89,7
11월,zte,11,오전 (6-12시),11,954.79,9
11월,zte,12,오후 (12-18시),9,669.06,8
11월,zte,13,오후 (12-18시),8,635.63,8
11월,zte,14,오후 (12-18시),2,154.4,1
11월,zte,15,오후 (12-18시),8,774.69,7
11월,zte,16,오후 (12-18시),5,370.55,5
11월,zte,17,오후 (12-18시),4,285.63,4
11월,zte,18,저녁 (18-24시),2,154.4,2
11월,zte,19,저녁 (18-24시),3,205.86,3
11월,zte,21,저녁 (18-24시),1,77.2,1
11월,zte,23,저녁 (18-24시),2,154.4,2
